observ,profile1,profile2,profile3,profile4,profile5,profile6,profile7,profile8,profile9,profile10,profile11,profile12,profile13,profile14,profile15,profile16,profile17,profile18,profile19,profile20,profile21,profile22,profile23,profile24,profile25
499,-500,-1900,-2200,-3900,-3500,-1700,-2850,-3800,-2600,-2900,-2550,-3550,-1950,-5100,-3500,-3450,-1550,-6400,-8700,-9050,-9050,-4250,-4050,-850,-4600
500,-450,-1950,-6100,-3900,-3550,-2000,-2850,-3800,-2600,-2900,-1900,-3550,-1950,-5100,-3500,-3450,-1600,-6350,-8700,-8950,-9050,-4250,-4050,-800,-4600
501,-450,-1950,-6100,-3650,-3550,-2000,-2850,-3800,-2550,-2950,-1900,-3600,-3800,-5150,-3450,-3500,-1600,-6350,-8600,-8950,-8950,-4250,-3750,-800,-3850
502,-400,-1650,-6050,-3650,-3550,-1600,-2900,-3800,-2550,-2950,-1950,-3600,-3800,-5150,-3450,-3500,-1900,-5900,-8600,-8900,-8950,-4300,-3750,-2750,-3850
503,-400,-1650,-6050,-3600,-3550,-1600,-2900,-3800,-2500,-3000,-1950,-3600,-3850,-5200,-3650,-3350,-1900,-5900,-8550,-8900,-8900,-4300,-3750,-2750,-3900
504,-850,-1700,-6000,-3600,-3550,-1550,-2900,-3800,-2500,-3000,-2000,-3600,-3850,-5200,-3650,-3350,-1900,-5850,-8550,-9250,-8900,-4100,-3750,-2700,-3900
505,-850,-1700,-6000,-3700,-3550,-1550,-2900,-3750,-2850,-2400,-2000,-2950,-3900,-4550,-3650,-3400,-1900,-5850,-8750,-9250,-9250,-4100,-3250,-2700,-4100
506,-800,-2000,-5950,-3700,-3550,-2100,-2650,-3750,-2850,-2400,-2300,-2950,-3900,-4550,-3650,-3400,-3650,-6300,-8750,-9200,-9250,-5350,-3250,-1100,-4100
507,-800,-2000,-5950,-3750,-3550,-2100,-2650,-3750,-2950,-2350,-2300,-3000,-3950,-4600,-3700,-3450,-3650,-6300,-7750,-9200,-9200,-5350,-3000,-1100,-4250
508,-900,-1750,-5900,-3750,-3600,-2050,-2600,-3750,-2950,-2350,-2350,-3000,-3950,-4600,-3700,-3450,-3700,-6000,-7750,-9150,-9200,-3250,-3000,-1050,-4250
509,-900,-1750,-5900,-4400,-3600,-2050,-2600,-3750,-3000,-2450,-2350,-3000,-5200,-4650,-3600,-4000,-3700,-6000,-7700,-9150,-9150,-3250,-3200,-1050,-4050
510,-950,-1800,-4950,-4400,-3600,-2400,-2450,-3750,-3000,-2450,-2250,-3000,-5200,-4650,-3600,-4000,-3750,-6750,-7700,-9100,-9150,-3200,-3200,-1150,-4050
511,-950,-1800,-4950,-4350,-3600,-2400,-2450,-3650,-2800,-2500,-2250,-3050,-5150,-4700,-4500,-4000,-3750,-6750,-9050,-9100,-9100,-3200,-3050,-1150,-4000
512,-750,-1850,-1200,-4350,-2950,-2500,-2450,-3650,-2800,-2500,-2400,-3050,-5150,-4700,-4500,-4000,-4650,-6700,-9050,-9300,-9100,-3100,-3050,-1200,-4000
513,-750,-1850,-1200,-4450,-2950,-2500,-2450,-3700,-3050,-2550,-2400,-3050,-5350,-4750,-4550,-3950,-4650,-6700,-9100,-9300,-8400,-3100,-3100,-1200,-3950
514,-1000,-4750,-1250,-4450,-2950,-2450,-2700,-3700,-3050,-2550,-1650,-3050,-5350,-4750,-4550,-3950,-4050,-6650,-9100,-8400,-8400,-3050,-3100,-1250,-3950
515,-1000,-4750,-1250,-3950,-2950,-2450,-2700,-3700,-2750,-2600,-1650,-3100,-5350,-4800,-4600,-3950,-4050,-6650,-8400,-8400,-4800,-3050,-3150,-1250,-3900
516,-1250,-7200,-1300,-3950,-2950,-2550,-2700,-3700,-2750,-2600,-1700,-3100,-5350,-4800,-4600,-3950,-3600,-6600,-8400,-4900,-4800,-3150,-3150,-4250,-3900
517,-1250,-7200,-1300,-4000,-2950,-2550,-2700,-3700,-2900,-2650,-1700,-3100,-5300,-4850,-4000,-4150,-3600,-6600,-8900,-4900,-4750,-3150,-2700,-4250,-4850
